Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Tracção,Emissões CO2,Garantia de Stand (incl. no preço),Registo(s),Livro de Revisões completo,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,VIN,Preco,ID Anuncio,Data Anuncio,Link,Valor Fixo,Possibilidade de financiamento,Tipo de cor,Classe do veículo,IUC,Inspecção válida até,Origem,Não fumador,IVA Discriminado,Autonomia Máxima,Sub-modelo,Consumo Combinado,Bateria,Garantia de Fábrica até,Capacidade da bateria,ou até,Autonomia,Consumo,Site,Portugal,Data
Profissional,Opel,Corsa,1.5 D Edition,Diesel,Abril,2020,148 000 km,1 499 cm3,102 cv,Citadino,Branco,Manual,6,5,5,Tracção dianteira,110 g/km,36 Meses,,,,"3,70 l/100km","2,90 l/100km",Usados,Mostrar VIN,12 750,8091877178,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-5-d-edition-ID8PCGU2.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Nissan,Qashqai,1.5 dCi Tekna Premium 17,Diesel,Junho,2014,175 000 km,1 461 cm3,109 cv,SUV / TT,Cinzento,Manual,6,5,5,,,18 Meses,,,Sim,,,Usados,,14 950,8091287707,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-tekna-premium-17-ID8PAdyr.html,,Sim,,Classe 1,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Particular,SEAT,Leon ST,1.6 TDI Style S/S,Diesel,Novembro,2016,162 000 km,1 598 cm3,110 cv,Sedan,Cinzento,Manual,,5,,,,,,,,"4,70 l/100km",,Usados,,11 250,8091871884,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-leon-st-1-6-tdi-style-s-s-ID8PCFvE.html,,,Metalizado,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Renault,Mégane Sport Tourer,1.5 dCi GT Line,Diesel,Maio,2017,107 996 km,1 461 cm3,110 cv,Carrinha,Cinzento,Manual,6,5,5,Tracção dianteira,95 g/km,18 Meses,1,Sim,Sim,"4,20 l/100km","3,40 l/100km",Usados,,14 950,8091841481,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-gt-line-ID8PCxCh.html,,Sim,Metalizado,Classe 1,154 €,30 Maio 2025,Nacional,Sim,Sim,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Opel,Astra Sports Tourer,1.6 CDTI Business Edition S/S,Diesel,Maio,2017,153 000 km,1 598 cm3,110 cv,Carrinha,Cinzento,Manual,6,5,5,Tracção dianteira,,18 Meses,1,Sim,Sim,,,Usados,,11 990,8091775513,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-astra-sports-tourer-1-6-cdti-business-edition-s-s-ID8PCgsh.html,Sim,Sim,Metalizado,Classe 1,155 €,,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Citroën,C4 Cactus,1.6 BlueHDi Feel,Diesel,Junho,2018,114 000 km,1 560 cm3,100 cv,Utilitário,Azul,Manual,5,5,5,,,18 Meses,,,Sim,,,Usados,Mostrar VIN,13 980,8091703991,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-6-bluehdi-feel-ID8PBXQH.html,Sim,Sim,,Classe 1,,,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Citroën,C4 Cactus,1.6 BlueHDi Shine,Diesel,Março,2015,99 930 km,1 560 cm3,100 cv,SUV / TT,Roxo,Manual,,5,5,,,18 Meses,,,,,,Usados,,12 699,8091401389,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-6-bluehdi-shine-ID8PAH81.html,,Sim,,Classe 1,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Citroën,C3,1.2 PureTech Feel,Gasolina,Outubro,2016,113 612 km,1 199 cm3,82 cv,Utilitário,Branco,Manual,5,5,5,,,18 Meses,,Sim,Sim,,,Usados,,11 450,8091601280,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-feel-ID8PBx84.html,,Sim,Metalizado,Classe 1,,,Importado,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Peugeot,208,1.6 BlueHDi Style,Diesel,Julho,2018,110 000 km,1 560 cm3,75 cv,Citadino,Cinzento,Manual,5,5,,Tracção dianteira,90 g/km,18 Meses,,Sim,Sim,"4,20 l/100km",3 l/100km,Usados,,14 900,8090773186,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-6-bluehdi-style-ID8Py3HI.html,Sim,,,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Intens,Diesel,Junho,2018,98 991 km,1 461 cm3,110 cv,Carrinha,Cinzento,Manual,6,5,5,Tracção dianteira,95 g/km,18 Meses,1,Sim,Sim,"4,20 l/100km","3,40 l/100km",Usados,,14 950,8091936877,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-intens-ID8PCVqW.html,,Sim,,Classe 1,,30 Junho 2024,Nacional,Sim,Sim,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Skoda,Octavia Break,1.6 TDi Elegance Pack,Diesel,Abril,2014,305 000 km,1 598 cm3,105 cv,Carrinha,Cinzento,Manual,5,5,5,,,18 Meses,2,Sim,Sim,,,Usados,,9 500,8089959316,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/skoda-octavia-break-1-6-tdi-elegance-pack-ID8PuDYM.html,Sim,Sim,,Classe 1,,30 Abril 2024,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Fiat,Tipo Station Wagon,1.3 M-Jet Lounge,Diesel,Abril,2017,122 114 km,1 248 cm3,95 cv,Carrinha,Azul,Manual,,5,5,,,18 Meses,,,Sim,,,Usados,,10 990,8091871883,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-tipo-station-wagon-1-3-m-jet-lounge-ID8PCFvD.html,,Sim,Metalizado,Classe 1,,,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Peugeot,308,1.6 BlueHDi GT Line,Diesel,Julho,2015,187 267 km,1 560 cm3,120 cv,Utilitário,Branco,Manual,6,5,5,,,18 Meses,,,Sim,,,Usados,Mostrar VIN,14 900,8091105171,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-6-bluehdi-gt-line-ID8Pzs4j.html,,Sim,,Classe 1,,,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Peugeot,108,Top! 1.0 VTi Allure,Gasolina,Outubro,2014,109 000 km,998 cm3,69 cv,Citadino,Branco,Manual,5,5,4,Tracção dianteira,,18 Meses,1,,Sim,,,Usados,,9 900,8091627512,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-108-top-1-0-vti-allure-ID8PBDXa.html,Sim,Sim,,,108 €,,Importado,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Fiat,500C,1.2 Mirror,Gasolina,Outubro,2017,61 000 km,1 242 cm3,69 cv,Cabrio,Preto,Manual,5,2,4,,,18 Meses,1,Sim,Sim,,,Usados,Mostrar VIN,13 680,8089200653,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500c-1-2-mirror-ID8PrsCh.html,,Sim,,Classe 1,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Peugeot,208,PureTech 82 Start & Stop Style,Gasolina,Agosto,2019,51 000 km,1 199 cm3,83 cv,Citadino,Azul,Manual,5,5,5,Tracção dianteira,109 g/km,18 Meses,1,Sim,Sim,"5,80 l/100km","4,20 l/100km",Usados,,10 900,8090343610,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-puretech-82-start-stop-style-ID8PvfX4.html,,Sim,Metalizado,Classe 1,,7 Agosto 2025,Importado,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Particular,Kia,Sportage,,Diesel,Novembro,2014,207 666 km,1 685 cm3,115 cv,SUV / TT,Branco,Manual,,5,5,Tracção dianteira,135 g/km,,1,Sim,Sim,,,Usados,Mostrar VIN,12 500,8091482461,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-sportage-ID8PB2dD.html,,,,Classe 1,,14 Novembro 2024,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Renault,Clio,1.0 TCe Limited,Gasolina,Junho,2021,50 000 km,999 cm3,90 cv,Utilitário,Preto,Manual,,5,5,,,18 Meses,,Sim,Sim,,,Usados,,14 800,8090961134,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-limited-ID8PyQB8.html,,Sim,Metalizado,,,,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Fiat,500,1.0 Hybrid Dolcevita,Gasolina,Setembro,2022,22 000 km,999 cm3,70 cv,Citadino,Laranja,Manual,6,3,4,Tracção dianteira,106 g/km,18 Meses,1,Sim,Sim,,,Usados,Mostrar VIN,14 450,8091240486,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500-1-0-hybrid-dolcevita-ID8PA1gO.html,,Sim,,Classe 1,,28 Setembro 2026,Nacional,Sim,Sim,,,,,27 Setembro 2025,,,,,StandVirtual,Yes,2024-03-05
Profissional,Fiat,Tipo Station Wagon,1.0 T3 City Life,Gasolina,Junho,2021,105 900 km,999 cm3,100 cv,Carrinha,Cinzento,Manual,5,5,5,Tracção dianteira,124 g/km,18 Meses,,,,"6,60 l/100km","4,70 l/100km",Usados,,14 900,8091560780,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-tipo-station-wagon-1-0-t3-city-life-ID8PBmAQ.html,,,,Classe 1,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Particular,Renault,Clio,0.9 TCE,Gasolina,Agosto,2014,155 800 km,898 cm3,90 cv,Citadino,Branco,Manual,,5,5,Tracção dianteira,,,,Sim,Sim,"7,70 l/100km","4,70 l/100km",Usados,,10 000,8091922391,4 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-0-9-tce-ID8PCSFh.html,,,,Classe 1,,,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Peugeot,208,PureTech 82 Start & Stop Style,Gasolina,Agosto,2019,51 000 km,1 199 cm3,83 cv,Citadino,Azul,Manual,5,5,5,Tracção dianteira,109 g/km,18 Meses,1,Sim,Sim,"5,80 l/100km","4,20 l/100km",Usados,,10 900,8090343610,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-puretech-82-start-stop-style-ID8PvfX4.html,,Sim,Metalizado,Classe 1,,7 Agosto 2025,Importado,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Particular,Kia,Sportage,,Diesel,Novembro,2014,207 666 km,1 685 cm3,115 cv,SUV / TT,Branco,Manual,,5,5,Tracção dianteira,135 g/km,,1,Sim,Sim,,,Usados,Mostrar VIN,12 500,8091482461,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-sportage-ID8PB2dD.html,,,,Classe 1,,14 Novembro 2024,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Dacia,Lodgy,1.5 dCi Stepway 7L,Diesel,Dezembro,2016,154 000 km,1 461 cm3,109 cv,Monovolume,Cinzento,Manual,6,5,7,,105 g/km,18 Meses,,,Sim,"5,30 l/100km",,Usados,,13 999,8088684762,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/dacia-lodgy-1-5-dci-stepway-7l-ID8Ppips.html,Sim,,Metalizado,Classe 1,,,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Peugeot,208,PureTech 68 Like,Gasolina,Março,2017,120 406 km,1 199 cm3,68 cv,Citadino,Branco,Manual,5,5,5,Tracção dianteira,110 g/km,18 Meses,,,Sim,"6,10 l/100km",4 l/100km,Usados,,11 250,8090229335,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-puretech-68-like-ID8PwMdW.html,,Sim,Metalizado,Classe 1,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,VW,Golf,1.6 TDi BlueMotion Confortline,Diesel,Fevereiro,2015,140 721 km,1 598 cm3,110 cv,Utilitário,Cinzento,Manual,6,5,5,Tracção dianteira,89 g/km,18 Meses,,,Sim,"3,90 l/100km","3,20 l/100km",Usados,,14 950,8091737758,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-1-6-tdi-bluemotion-confortline-ID8PC6Dk.html,,,Metalizado,Classe 1,,,Importado,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,VW,Golf,1.6 TDi BlueMotion Trendline,Diesel,Dezembro,2015,168 998 km,1 598 cm3,110 cv,Utilitário,Branco,Manual,6,5,5,Tracção dianteira,89 g/km,18 Meses,,,Sim,"3,90 l/100km","3,20 l/100km",Usados,,14 450,8091737280,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-1-6-tdi-bluemotion-trendline-ID8PC6wC.html,,Sim,Metalizado,Classe 1,,,Importado,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,VW,Up!,1.0 BlueMotion Move,Gasolina,Julho,2014,96 860 km,999 cm3,60 cv,Citadino,Branco,Manual,5,3,4,Tracção dianteira,95 g/km,18 Meses,1,Sim,Sim,5 l/100km,"3,60 l/100km",Usados,,7 250,8091587701,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-up-1-0-bluemotion-move-ID8PBtB3.html,,Sim,,Classe 1,,24 Julho 2024,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Smart,ForFour,Electric Drive Passion,Eléctrico,Outubro,2019,39 411 km,,82 cv,Citadino,Castanho,Automática,1,5,4,Tracção traseira,,24 Meses,,Sim,Sim,,,Usados,Mostrar VIN,14 900,8090448020,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/smart-forfour-electric-drive-passion-ID8PvH76.html,Sim,Sim,,,,,Nacional,Sim,Sim,,,,Própria,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Peugeot,2008,PureTech 110 Stop&Start Allure,Gasolina,Outubro,2015,116 000 km,1 199 cm3,110 cv,SUV / TT,Branco,Manual,5,5,5,Tracção dianteira,103 g/km,18 Meses,,Sim,Sim,"5,30 l/100km","3,90 l/100km",Usados,Mostrar VIN,11 950,8090586283,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-puretech-110-stop-start-allure-ID8Pxh59.html,,,Metalizado,Classe 1,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Opel,Corsa,1.3 CDTi Edition,Diesel,Janeiro,2017,71 393 km,1 248 cm3,95 cv,Citadino,Branco,Manual,5,5,5,Tracção dianteira,94 g/km,18 Meses,,,Sim,"3,80 l/100km","3,10 l/100km",Usados,,10 950,8091737189,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-3-cdti-edition-ID8PC6u9.html,,Sim,Mate,Classe 1,,,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Smart,ForTwo Coupé,Electric Drive Passion,Eléctrico,Janeiro,2019,39 433 km,,82 cv,Coupé,Preto,Automática,,3,2,,,18 Meses,1,,Sim,,,Usados,Mostrar VIN,13 990,8091188803,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-electric-drive-passion-ID8PzNPd.html,,Sim,,Classe 1,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Citroën,C3,1.5 BlueHDi Feel,Diesel,Maio,2019,76 667 km,1 499 cm3,102 cv,Utilitário,Azul,Manual,5,5,5,,,18 Meses,,,Sim,,,Usados,Mostrar VIN,13 750,8089335025,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-1-5-bluehdi-feel-ID8Ps1zz.html,,Sim,,Classe 1,,,Importado,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,VW,Touran,1.6 TDI Blue.Confortline DSG 7L,Diesel,Abril,2014,218 000 km,1 598 cm3,105 cv,Monovolume,Preto,Automática,6,5,,Tracção dianteira,121 g/km,100 Meses,,,,"5,50 l/100km","4,10 l/100km",Usados,,11 990,8091183425,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-touran-1-6-tdi-blue-confortline-dsg-7l-ID8PzMqt.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Fiat,500,1.2 8V Lounge,Gasolina,Agosto,2017,78 500 km,1 242 cm3,69 cv,Citadino,Branco,Manual,5,3,4,Tracção dianteira,115 g/km,18 Meses,1,Sim,Sim,"6,20 l/100km","4,20 l/100km",Usados,Mostrar VIN,12 800,8090326009,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-8v-lounge-ID8Pvbnb.html,Sim,,Metalizado,Classe 1,,17 Agosto 2024,Importado,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Opel,Astra,1.6 CDTI Dynamic S/S,Diesel,Janeiro,2016,138 000 km,1 598 cm3,110 cv,Utilitário,Cinzento,Manual,6,5,5,Tracção dianteira,90 g/km,18 Meses,,,,,,Usados,Mostrar VIN,10 480,8091867776,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-astra-1-6-cdti-dynamic-s-s-ID8PCEso.html,,Sim,,Classe 1,,4 Janeiro 2025,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Fiat,Punto,1.2 Lounge S&S,Gasolina,Maio,2018,89 321 km,1 242 cm3,69 cv,Citadino,Cinzento,Manual,5,5,5,Tracção dianteira,,18 Meses,,,,"6,60 l/100km",,Usados,,10 700,8087035748,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-punto-1-2-lounge-s-s-ID8Pinqs.html,,Sim,Metalizado,Classe 1,,,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Particular,Opel,Astra,1.6 CDTI OPC Line S/S,Diesel,Janeiro,2015,205 000 km,1 598 cm3,136 cv,Utilitário,Preto,Manual,6,5,5,Tracção dianteira,104 g/km,,1,,Sim,"4,60 l/100km","3,60 l/100km",Usados,Mostrar VIN,11 500,8090683734,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-astra-1-6-cdti-opc-line-s-s-ID8PxGqV.html,,,Metalizado,Classe 1,110 €,2 Janeiro 2025,,,,900 km,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Peugeot,208,1.6 BlueHDi Style,Diesel,Março,2016,130 321 km,1 560 cm3,100 cv,Citadino,Preto,Manual,,5,5,,,18 Meses,,,Sim,"3,80 l/100km",,Usados,,13 450,8089510611,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-6-bluehdi-style-ID8PsLfB.html,,,,,,,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Dacia,Sandero,0.9 TCe Comfort Bi-Fuel,GPL,Dezembro,2017,85 809 km,898 cm3,90 cv,Utilitário,Castanho,Manual,,5,5,,,36 Meses,1,Sim,Sim,"5,80 l/100km",,Usados,,12 880,8087579565,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/dacia-sandero-0-9-tce-comfort-bi-fuel-ID8PkETH.html,Sim,Sim,Metalizado,,,30 Novembro 2025,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Dacia,Sandero,0.9 TCe SL Stepway of Life,Gasolina,Julho,2018,76 512 km,898 cm3,90 cv,Citadino,Cinzento,Manual,5,5,5,Tracção dianteira,115 g/km,36 Meses,1,Sim,Sim,"5,80 l/100km","4,70 l/100km",Usados,Mostrar VIN,13 480,8091839983,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/dacia-sandero-0-9-tce-sl-stepway-of-life-ID8PCxe7.html,Sim,Sim,Metalizado,Classe 1,,19 Julho 2024,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Renault,Clio,0.9 TCe Zen,Gasolina,Janeiro,2019,105 000 km,898 cm3,90 cv,Citadino,Preto,Manual,5,5,5,Tracção dianteira,,18 Meses,,Sim,Sim,"6,30 l/100km",,Usados,,11 500,8091820570,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-0-9-tce-zen-ID8PCsb0.html,,Sim,,Classe 1,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Citroën,C3,1.2 PureTech Feel,Gasolina,Fevereiro,2018,18 132 km,1 199 cm3,82 cv,Utilitário,Branco,Manual,,5,5,,,18 Meses,,,,,,Usados,,12 999,8091877155,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-feel-ID8PCGTF.html,Sim,Sim,Metalizado,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Nissan,Micra,1.0 IG-T Acenta,Gasolina,Julho,2020,80 834 km,999 cm3,100 cv,Utilitário,Branco,Manual,5,5,5,,,18 Meses,,,Sim,,,Usados,,13 750,8091851633,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-0-ig-t-acenta-ID8PCAg1.html,Sim,Sim,Metalizado,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Renault,Clio Sport Tourer,1.5 dCi Limited,Diesel,Julho,2018,95 000 km,1 461 cm3,90 cv,Carrinha,Cinzento,Manual,5,5,5,,,18 Meses,,,Sim,,,Usados,Mostrar VIN,13 900,8091842646,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-1-5-dci-limited-ID8PCxW4.html,Sim,Sim,,Classe 1,,,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Renault,Mégane,1.5 dCi Zen ECO,Diesel,Novembro,2018,151 000 km,1 461 cm3,110 cv,Utilitário,Preto,Manual,6,5,5,,,18 Meses,,Sim,Sim,"3,60 l/100km",,Usados,,13 500,8090937990,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-5-dci-zen-eco-ID8PyKzQ.html,,Sim,,Classe 1,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Peugeot,308,1.6 BlueHDi Allure J17,Diesel,Outubro,2015,268 000 km,1 560 cm3,120 cv,Carrinha,Preto,Manual,6,5,5,,,18 Meses,,,,,,Usados,,11 500,8091936204,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-6-bluehdi-allure-j17-ID8PCVg4.html,Sim,Sim,,Classe 1,,,Importado,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Particular,Toyota,Yaris,1.0 VVT-i Comfort +PS Style +P.Techno +P.Sport,Gasolina,Junho,2016,68 000 km,998 cm3,69 cv,Citadino,Branco,Manual,5,5,5,,,,1,Sim,Sim,"5,20 l/100km",,Usados,,10 650,8091871865,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-ps-style-p-techno-p-sport-ID8PCFvl.html,Sim,,Metalizado,Classe 1,,20 Junho 2024,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Citroën,C1,1.0 VTi Feel,Gasolina,Janeiro,2020,54 010 km,998 cm3,72 cv,Citadino,Cinzento,Manual,5,5,4,Tracção dianteira,109 g/km,18 Meses,,Sim,Sim,"4,30 l/100km","3,40 l/100km",Usados,Mostrar VIN,10 750,8091385450,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c1-1-0-vti-feel-ID8PACYV.html,Sim,Sim,,Classe 1,"108,32 €",,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Opel,Adam,1.0 T Rocks,Gasolina,Julho,2015,60 930 km,999 cm3,115 cv,Cabrio,Outra,Manual,,3,4,,,18 Meses,,Sim,Sim,,,Usados,Mostrar VIN,13 950,8091935739,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-adam-1-0-t-rocks-ID8PCV8z.html,Sim,,,,,,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Renault,Clio,1.0 TCe Intens,Gasolina,Dezembro,2020,62 000 km,999 cm3,100 cv,Utilitário,Prateado,Manual,5,5,5,Tracção dianteira,118 g/km,36 Meses,,,,,,Usados,Mostrar VIN,14 950,8091598021,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-intens-ID8PBvhw.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,VW,Up!,1.0 Move,Gasolina,Março,2019,49 000 km,999 cm3,60 cv,Citadino,Branco,Manual,5,5,4,Tracção dianteira,124 g/km,18 Meses,1,Sim,Sim,"5,30 l/100km","3,80 l/100km",Usados,Mostrar VIN,11 500,8090188724,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-up-1-0-move-ID8PwBEU.html,Sim,Sim,,Classe 1,,,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Fiat,500,1.2 Lounge,Gasolina,Agosto,2019,79 000 km,1 242 cm3,69 cv,Citadino,Verde,Manual,5,3,,Tracção dianteira,129 g/km,18 Meses,1,,,"5,90 l/100km","4,40 l/100km",Usados,,11 550,8091105901,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-ID8Pzsg5.html,,,,,,,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Smart,ForTwo Coupé,1.0 71 Aut.,Gasolina,Agosto,2015,62 530 km,999 cm3,71 cv,Coupé,Preto,Automática,6,3,2,Tracção traseira,136 g/km,24 Meses,1,Sim,Sim,"5,40 l/100km","4,50 l/100km",Usados,Mostrar VIN,9 700,8091833932,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-1-0-71-aut-ID8PCwEv.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,SEAT,Arona,1.6 TDI Style,Diesel,Dezembro,2018,210 610 km,1 598 cm3,95 cv,SUV / TT,Cinzento,Manual,5,5,5,Tracção dianteira,,18 Meses,1,Sim,,,,Usados,,13 790,8091876169,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-arona-1-6-tdi-style-ID8PCGDL.html,Sim,Sim,,Classe 1,,,Nacional,Sim,Sim,,,,,,,,,,StandVirtual,Yes,2024-03-05
Particular,Opel,Astra,1.6 CDTI DPF ecoFLEX S&S Edition,Diesel,Dezembro,2016,144 000 km,1 598 cm3,110 cv,Utilitário,Preto,Manual,6,5,5,Tracção dianteira,91 g/km,,,,Sim,"3,90 l/100km","3,50 l/100km",Usados,Mostrar VIN,10 800,8091937212,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-astra-1-6-cdti-dpf-ecoflex-s-s-edition-ID8PCVvk.html,Sim,,,,"158,29 €",,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
