Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Nº de portas,Lotação,Classe do veículo,Garantia de Stand (incl. no preço),Origem,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Link,Número de Mudanças,Tracção,Emissões CO2,Consumo Urbano,Consumo Extra Urbano,Autonomia Máxima,Registo(s),Livro de Revisões completo,Inspecção válida até,IUC,Consumo Combinado,Sub-modelo,Filtro de partículas,Autonomia,Consumo,Garantia de Fábrica até,ou até,IVA Discriminado,Capacidade da bateria,Bateria,Clássico,Gancho de Reboque,Tempo de carregamento,Site,Portugal,Data
Profissional,Jeep,Compass,1.6 M-Jet Longitude,Diesel,Fevereiro,2018,81 265 km,1 598 cm3,120 cv,Sim,,,SUV / TT,Cinzento,,Manual,5,,,18 Meses,Nacional,,,Usados,25 490        EUR,8090590948,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/jeep-compass-1-6-m-jet-longitude-ID8Pxiio.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,SEAT,Ateca,2.0 TDI Style,Diesel,Abril,2021,52 449 km,1 968 cm3,115 cv,Sim,,,SUV / TT,Outra,,Manual,5,,,18 Meses,Nacional,,,Usados,29 490        EUR,8089773710,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/seat-ateca-2-0-tdi-style-ID8PtRH8.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Audi,A4 Avant,2.0 TDI Exclusive,Diesel,Maio,2016,198 000 km,1 968 cm3,150 cv,Sim,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,5,5,,36 Meses,,,,Usados,17 990        EUR,8090531712,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-a4-avant-2-0-tdi-exclusive-ID8Px2SY.html,6,Tracção dianteira,119 g/km,"5,40 l/100km","4,10 l/100km",,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,116,d Advantage,Diesel,Março,2016,149 653 km,1 496 cm3,116 cv,,Sim,Sim,Utilitário,Preto,Metalizado,Manual,5,5,Classe 1,18 Meses,Nacional,,Sim,Usados,16 750        EUR,8089624520,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-advantage-ID8PteSQ.html,6,Tracção traseira,,,,,1,,28/03/2024,,,Série 1,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Volvo,V40,2.0 D2 Kinetic Eco,Diesel,Janeiro,2018,96 716 km,1 969 cm3,120 cv,Sim,,,Citadino,Cinzento,,Manual,5,,,18 Meses,Nacional,,,Usados,23 490        EUR,8090590903,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v40-2-0-d2-kinetic-eco-ID8PxihF.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Peugeot,3008,BlueHDi 130 Stop & Start Allure Pack,Diesel,Novembro,2019,145 000 km,1 499 cm3,131 cv,,Sim,Sim,SUV / TT,Branco,Metalizado,Manual,5,,,36 Meses,,,,Usados,22 990        EUR,8090687922,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-bluehdi-130-stop-start-allure-pack-ID8PxHvu.html,,,,,,,,,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,VW,T-Roc,1.0 TSI,Gasolina,Fevereiro,2022,19 963 km,999 cm3,115 cv,Sim,,,Citadino,Cinzento,,Manual,5,,,18 Meses,Nacional,,,Usados,28 490        EUR,8090590898,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-t-roc-1-0-tsi-ID8PxihA.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,320,d Touring Line Modern,Diesel,Fevereiro,2013,172 309 km,1 995 cm3,184 cv,Sim,Sim,Sim,Citadino,Cinzento,,Manual,5,5,,24 Meses,,,,Usados,18 300        EUR,8090586627,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-320-d-touring-line-modern-ID8PxhaH.html,,,,,,,,,01/02/2024,,,Série 3,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Renault,Clio,1.0 TCe Limited,Gasolina,Setembro,2021,27 124 km,999 cm3,90 cv,Sim,Sim,Sim,Citadino,Azul,Metalizado,Manual,5,5,Classe 1,36 Meses,Nacional,Sim,Sim,Usados,16 990        EUR,8089445802,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-limited-ID8Psuoi.html,,,,,,,1,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Fiat,500C,1.2 Lounge,Gasolina,Novembro,2019,64 864 km,1 242 cm3,69 cv,Sim,,,Cabrio,Cinzento,,Manual,2,,,18 Meses,Nacional,,,Usados,15 490        EUR,8090590856,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500c-1-2-lounge-ID8PxigU.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Fiat,500X,1.3 MJ Urban,Diesel,Julho,2019,87 928 km,1 248 cm3,95 cv,Sim,,,Citadino,Branco,,Manual,5,,,18 Meses,Nacional,,,Usados,17 990        EUR,8090590840,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500x-1-3-mj-urban-ID8PxigE.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Jeep,Compass,1.6 M-Jet Limited,Diesel,Junho,2019,49 926 km,1 598 cm3,120 cv,Sim,,,SUV / TT,Preto,,Manual,5,,,18 Meses,Nacional,,,Usados,26 990        EUR,8090590826,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/jeep-compass-1-6-m-jet-limited-ID8Pxigq.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Fiat,500L,1.3 MJ Cross,Diesel,Maio,2019,66 898 km,1 248 cm3,95 cv,Sim,,,Citadino,Branco,,Manual,5,,,18 Meses,Nacional,,,Usados,17 490        EUR,8089773708,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500l-1-3-mj-cross-ID8PtRH6.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Fiat,500X,1.3 MJ City Cross,Diesel,Maio,2021,55 000 km,1 248 cm3,95 cv,Sim,Sim,Sim,SUV / TT,Preto,,Manual,5,5,,18 Meses,Nacional,Sim,Sim,Usados,20 990        EUR,8085646157,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500x-1-3-mj-city-cross-ID8PcxWH.html,5,Tracção dianteira,126 g/km,,,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Jeep,Compass,1.6 M-Jet Limited,Diesel,Abril,2019,39 560 km,1 598 cm3,120 cv,Sim,,,SUV / TT,Cinzento,,Manual,5,,,18 Meses,Nacional,,,Usados,27 490        EUR,8090590819,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/jeep-compass-1-6-m-jet-limited-ID8Pxigj.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Jeep,Compass,1.6 M-Jet Limited,Diesel,Março,2019,76 735 km,1 598 cm3,120 cv,Sim,,,SUV / TT,Branco,,Manual,5,,,18 Meses,Nacional,,,Usados,26 490        EUR,8090590817,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/jeep-compass-1-6-m-jet-limited-ID8Pxigh.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,SEAT,Ateca,1.0 TSI Style,Gasolina,Julho,2020,75 608 km,999 cm3,115 cv,,Sim,Sim,SUV / TT,Branco,Metalizado,Manual,5,5,,18 Meses,,Sim,Sim,Usados,19 490        EUR,8090661207,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/seat-ateca-1-0-tsi-style-ID8PxAzB.html,,,,,,,1,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Opel,Corsa,1.5 D Elegance,Diesel,Maio,2021,46 000 km,1 499 cm3,102 cv,Sim,,Sim,Citadino,Branco,,Manual,5,5,Classe 1,18 Meses,Nacional,,Sim,Usados,18 990        EUR,8086893632,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-5-d-elegance-ID8PhMsg.html,,Tracção dianteira,,,,,1,Sim,,,,,Sim,,,,,Sim,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,225xe Active Tourer,,Híbrido (Gasolina),Junho,2017,54 933 km,1 499 cm3,224 cv,Sim,,,SUV / TT,Cinzento,,Automática,5,,,18 Meses,Nacional,,,Usados,27 990        EUR,8090590810,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-225xe-active-tourer-ID8Pxiga.html,,,,,,,,,,,,Série 2,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Nissan,Juke,1.0 DIG-T N-Connecta,Gasolina,Janeiro,2023,450 km,999 cm3,114 cv,Sim,,,SUV / TT,Cinzento,,Manual,5,,,36 Meses,,,,Usados,25 980        EUR,8090599589,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-juke-1-0-dig-t-n-connecta-ID8PxkxL.html,6,Tracção dianteira,133 g/km,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Particular,MINI,Cabrio,Cooper D,Diesel,Julho,2012,115 000 km,1 598 cm3,112 cv,,,,Cabrio,Preto,,Manual,2,4,Classe 1,,Importado,Sim,,Usados,15 600        EUR,8090722788,29 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-cabrio-cooper-d-ID8PxQAQ.html,6,Tracção dianteira,105 g/km,"4,50 l/100km","3,70 l/100km",,1,Sim,03/07/2024,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Nissan,X-Trail,1.6 dCi N-Connecta,Diesel,Abril,2017,148 000 km,1 598 cm3,130 cv,,Sim,Sim,SUV / TT,Verde,Metalizado,Manual,5,7,,18 Meses,,,,Usados,17 480        EUR,8090536143,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/nissan-x-trail-1-6-dci-n-connecta-ID8Px42r.html,6,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,VW,Tiguan,2.0 TDi Sport BlueMotion,Diesel,Abril,2011,143 200 km,1 968 cm3,110 cv,,Sim,Sim,SUV / TT,Cinzento,,Manual,5,5,Classe 1,18 Meses,Nacional,,Sim,Usados,15 750        EUR,8090707694,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-tiguan-2-0-tdi-sport-bluemotion-ID8PxMFo.html,6,Tracção dianteira,130 g/km,"5,80 l/100km","4,50 l/100km",,,Sim,01/04/2024,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Renault,Zoe,Bose 40,Eléctrico,Outubro,2019,39 000 km,,109 cv,,,,Citadino,Cinzento,Metalizado,Automática,5,5,Classe 1,36 Meses,Nacional,Sim,Sim,Usados,17 000        EUR,8090731414,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-zoe-bose-40-ID8PxSPY.html,1,Tracção traseira,,,,,1,Sim,01/10/2025,,,,,300 km,,,,,,Própria,,,,StandVirtual,Yes,2023-10-01
Profissional,Peugeot,3008,1.6 BlueHDi GT Line EAT6,Diesel,Outubro,2017,142 000 km,1 560 cm3,120 cv,Sim,Sim,Sim,SUV / TT,Cinzento,,Automática,5,5,Classe 1,18 Meses,,Sim,Sim,Usados,23 500        EUR,8090714630,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-6-bluehdi-gt-line-eat6-ID8PxOtg.html,6,,,,,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Opel,Mokka X,1.6 CDTI Innovation S/S,Diesel,Outubro,2016,103 530 km,1 598 cm3,136 cv,Sim,,,SUV / TT,Laranja,,Manual,5,,,18 Meses,Nacional,,,Usados,18 990        EUR,8090590796,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/opel-mokka-x-1-6-cdti-innovation-s-s-ID8PxifV.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Peugeot,308 SW,1.5 BlueHDi Style,Diesel,Setembro,2020,56 394 km,1 499 cm3,130 cv,Sim,,,Carrinha,Preto,,Manual,5,,,18 Meses,Nacional,,,Usados,23 490        EUR,8090590754,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-style-ID8Pxifg.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Particular,Mitsubishi,Space Star,1.2 Intense CVT,Gasolina,Julho,2020,25 000 km,1 193 cm3,80 cv,,,,Monovolume,Vermelho,,Automática,5,5,,,,,,Usados,15 500        EUR,8090661004,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mitsubishi-space-star-1-2-intense-cvt-ID8PxAvk.html,1,Tracção dianteira,127 g/km,"5,10 l/100km","4,40 l/100km",,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Jeep,Renegade,1.6 MJD Limited DCT,Diesel,Julho,2019,98 087 km,1 598 cm3,120 cv,,Sim,Sim,SUV / TT,Azul,Metalizado,Automática,5,5,,18 Meses,Nacional,Sim,Sim,Usados,19 250        EUR,8090645720,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/jeep-renegade-1-6-mjd-limited-dct-ID8PxvxO.html,,,,,,,1,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Opel,Grandland X,1.5 CDTI Edition AT,Diesel,Outubro,2019,91 300 km,1 499 cm3,130 cv,Sim,Sim,Sim,Monovolume,Cinzento,Metalizado,Automática,5,5,Classe 1,18 Meses,Nacional,,Sim,Usados,22 990        EUR,8089061095,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/opel-grandland-x-1-5-cdti-edition-at-ID8PqSjl.html,6,Tracção dianteira,,"4,60 l/100km",,,1,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Fiat,500,1.0 Hybrid Lounge,Gasolina,Dezembro,2020,52 447 km,999 cm3,70 cv,Sim,,,Citadino,Branco,,Manual,3,,,18 Meses,Nacional,,,Usados,15 200        EUR,8089773704,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-0-hybrid-lounge-ID8PtRH2.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Jeep,Compass,1.6 M-Jet Limited,Diesel,Abril,2019,48 200 km,1 598 cm3,120 cv,Sim,,,SUV / TT,Branco,,Manual,5,,,18 Meses,Nacional,,,Usados,26 990        EUR,8089763931,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/jeep-compass-1-6-m-jet-limited-ID8PtP9p.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Fiat,500,1.2 Lounge GPL,Gasolina,Agosto,2019,35 817 km,1 242 cm3,69 cv,Sim,,,Citadino,Branco,,Manual,3,,,18 Meses,Nacional,,,Usados,15 990        EUR,8090590706,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-gpl-ID8Pxieu.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Fiat,500,1.2 Lounge GPL,Gasolina,Agosto,2019,36 395 km,1 242 cm3,69 cv,Sim,,,Citadino,Branco,,Manual,3,,,18 Meses,Nacional,,,Usados,15 990        EUR,8090590702,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-gpl-ID8Pxieq.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,VW,Sharan,2.0 TDI Blue Confortline,Diesel,Junho,2018,127 702 km,1 968 cm3,150 cv,,Sim,Sim,Monovolume,Preto,,Manual,5,7,,18 Meses,Importado,Sim,Sim,Usados,29 500        EUR,8089898496,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-sharan-2-0-tdi-blue-confortline-ID8Puo9O.html,,Tracção dianteira,130 g/km,,,,,Sim,06/06/2024,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Nissan,Micra,1.0 IG-T Acenta,Gasolina,Outubro,2020,25 560 km,999 cm3,100 cv,Sim,,,Citadino,Cinzento,,Manual,5,,,18 Meses,Nacional,,,Usados,17 990        EUR,8090590695,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-0-ig-t-acenta-ID8Pxiej.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Fiat,500e,Icon,Eléctrico,Dezembro,2021,15 717 km,,118 cv,Sim,,,Citadino,Branco,,Automática,3,,,18 Meses,Nacional,,,Usados,29 990        EUR,8090590685,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500e-icon-ID8Pxie9.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,116,d Line Sport Auto,Diesel,Fevereiro,2018,81 488 km,1 496 cm3,116 cv,Sim,,,Citadino,Branco,,Automática,5,,,18 Meses,Nacional,,,Usados,24 990        EUR,8090590680,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-line-sport-auto-ID8Pxie4.html,,,,,,,,,,,,Série 1,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Renault,Mégane Sport Tourer,1.5 dCi GT Line SS,Diesel,Fevereiro,2017,103 500 km,1 461 cm3,110 cv,Sim,Sim,Sim,Carrinha,Preto,Metalizado,Manual,5,,Classe 1,18 Meses,Nacional,Sim,Sim,Usados,15 990        EUR,8089718368,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-gt-line-ss-ID8PtDiv.html,6,Tracção dianteira,93 g/km,"3,90 l/100km","3,40 l/100km",,,Sim,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Jaguar,XF,2.0 D Prestige,Diesel,Maio,2018,147 863 km,1 999 cm3,163 cv,,Sim,Sim,Sedan,Vermelho,,Manual,4,5,Classe 1,24 Meses,Importado,Sim,Sim,Usados,25 500        EUR,8084803490,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-xf-2-0-d-prestige-ID8P90Ii.html,6,Tracção dianteira,104 g/km,,,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Peugeot,2008,1.2 PureTech Active Pack,Gasolina,Fevereiro,2020,39 500 km,1 199 cm3,130 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,Usados,22 500        EUR,8089037396,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-active-pack-ID8PqM96.html,6,Tracção dianteira,,"5,30 l/100km",,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Audi,A1 Sportback,30 TFSI Advanced,Gasolina,Outubro,2021,69 km,999 cm3,110 cv,Sim,,,Citadino,Cinzento,,Manual,5,,,18 Meses,Nacional,,,Usados,26 990        EUR,8090590667,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-a1-sportback-30-tfsi-advanced-ID8PxidR.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Fiat,500C,1.2 Lounge,Gasolina,Março,2019,50 873 km,1 242 cm3,69 cv,Sim,,,Cabrio,Branco,,Manual,2,,,18 Meses,Nacional,,,Usados,15 490        EUR,8090590654,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500c-1-2-lounge-ID8PxidE.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,VW,Polo,,Diesel,Novembro,2018,131 074 km,1 600 cm3,80 cv,,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,5,5,,36 Meses,,Sim,Sim,Usados,17 650        EUR,8090492643,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-polo-ID8PvSIP.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Renault,Espace,1.6 dCi Zen,Diesel,Maio,2016,109 287 km,1 598 cm3,130 cv,Sim,Sim,Sim,Monovolume,Castanho,Metalizado,Manual,5,7,Classe 1,18 Meses,,Sim,Sim,Usados,22 990        EUR,8089781565,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-espace-1-6-dci-zen-ID8PtTJP.html,6,Tracção dianteira,116 g/km,"5,10 l/100km","4,20 l/100km",,1,Sim,27/05/2024,"156,21 €",,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Fiat,500,1.2 Lounge,Gasolina,Janeiro,2020,13 744 km,1 242 cm3,69 cv,Sim,Sim,Sim,Pequeno citadino,Cinzento,Metalizado,Manual,3,5,Classe 1,18 Meses,,Sim,Sim,Usados,15 990        EUR,8088191701,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-ID8Pne8R.html,5,,,"5,90 l/100km",,,1,Sim,15/01/2024,"104,14 €",,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Opel,Astra,1.6 CDTI Ecotec Dynamic S/S,Diesel,Outubro,2019,54 518 km,1 598 cm3,110 cv,Sim,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,Usados,17 990        EUR,8089501913,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/opel-astra-1-6-cdti-ecotec-dynamic-s-s-ID8PsIZj.html,6,,125 g/km,"5,10 l/100km",,,1,Sim,28/10/2023,"156,21 €",,,,,,,,Sim,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Peugeot,508 SW,1.6 BlueHDi Active,Diesel,Dezembro,2017,78 404 km,1 560 cm3,120 cv,Sim,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,Usados,19 490        EUR,8087827495,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-1-6-bluehdi-active-ID8PlHoz.html,6,,,"4,70 l/100km",,,1,Sim,30/12/2023,"148,28 €",,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Renault,Talisman,1.5 dCi Zen P.Business,Diesel,Agosto,2018,30 547 km,1 461 cm3,110 cv,Sim,Sim,Sim,Sedan,Cinzento,Metalizado,Manual,4,5,Classe 1,18 Meses,Nacional,Sim,Sim,Usados,20 990        EUR,8089628949,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-talisman-1-5-dci-zen-p-business-ID8Ptg2h.html,6,,95 g/km,4 l/100km,"3,40 l/100km",,1,Sim,30/08/2024,"156,21 €",,,,,,,,Sim,,,,,,StandVirtual,Yes,2023-10-01
Profissional,SEAT,Ateca,1.6 TDI Style,Diesel,Março,2017,97 752 km,1 598 cm3,115 cv,Sim,,,SUV / TT,Branco,,Manual,5,,,18 Meses,Nacional,,,Usados,21 990        EUR,8090590622,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/seat-ateca-1-6-tdi-style-ID8Pxid8.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Renault,Clio,1.5 Blue dCi Zen,Diesel,Julho,2020,90 080 km,1 461 cm3,85 cv,Sim,Sim,Sim,Utilitário,Prateado,Metalizado,Manual,5,5,Classe 1,18 Meses,Importado,Sim,,Usados,16 500        EUR,8090645672,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-blue-dci-zen-ID8Pxvx2.html,6,,94 g/km,,,,,,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Renault,Mégane Sport Tourer,1.5 Blue dCi GT Line,Diesel,Janeiro,2020,59 000 km,1 461 cm3,115 cv,,,Sim,Carrinha,Cinzento,Metalizado,Manual,5,5,Classe 1,18 Meses,Nacional,,Sim,Usados,22 550        EUR,8090315315,29 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-blue-dci-gt-line-ID8Pv8AH.html,6,Tracção dianteira,120 g/km,"5,50 l/100km","4,20 l/100km",,,Sim,,154 €,,,,,,,,Sim,,,,,,StandVirtual,Yes,2023-10-01
Particular,SEAT,Leon,1.0 EcoTSI Style S/S,Gasolina,Setembro,2019,53 000 km,999 cm3,115 cv,,,,Sedan,Preto,Metalizado,Manual,5,5,Classe 1,,Nacional,Sim,Sim,Usados,17 900        EUR,8090726754,29 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-1-0-ecotsi-style-s-s-ID8PxRCO.html,6,Tracção dianteira,120 g/km,"5,60 l/100km","4,20 l/100km",,1,Sim,30/09/2025,"108,32 €",,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Citroën,C4 Cactus,1.5 BlueHDi Shine,Diesel,Outubro,2020,20 000 km,1 499 cm3,102 cv,,Sim,Sim,Citadino,Prateado,Metalizado,Manual,5,5,,18 Meses,Nacional,Sim,Sim,Usados,17 950        EUR,8090273621,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-5-bluehdi-shine-ID8PwXKd.html,,,,,,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,E 250,BlueTEC Avantgarde Auto.,Diesel,Novembro,2015,126 500 km,2 143 cm3,204 cv,Sim,Sim,Sim,Sedan,Preto,Metalizado,Automática,5,5,Classe 1,18 Meses,Nacional,,Sim,Usados,27 990        EUR,8089711014,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-250-bluetec-avantgarde-auto-ID8PtBnU.html,9,Tracção traseira,128 g/km,"5,50 l/100km","4,20 l/100km",,1,Sim,,,,Classe E,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,320,d Pack M Auto,Diesel,Março,2017,93 750 km,1 995 cm3,190 cv,Sim,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,4,5,Classe 1,18 Meses,Nacional,Sim,Sim,Usados,29 990        EUR,8087527627,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-320-d-pack-m-auto-ID8PkrnZ.html,8,Tracção traseira,,"5,30 l/100km",,,1,Sim,,,,Série 3,Sim,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,X1,18 d sDrive Line Sport,Diesel,Julho,2018,150 000 km,1 995 cm3,150 cv,,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,5,5,Classe 1,18 Meses,,Sim,Sim,Usados,26 490        EUR,8089328440,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-18-d-sdrive-line-sport-ID8PrZRm.html,6,,,,,,1,Sim,,,,Série X,Sim,,,,,Sim,,,,,,StandVirtual,Yes,2023-10-01
